Title,URL,Short Intro,Category,Sub-Category,Course Type,Duration,Site,Program Type,Courses,Level,Prequisites,What you learn
Knowledge-Based AI: Cognitive Systems,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,The Core of Artificial Intelligence,,,,Estimated timeApprox. 7 Weeks,Udacity,Free Course,,Advanced,"A good course on computer programming such as CS 1332 or Udacity’s CS 101 is beneficial for students. An introductory course on Artificial Intelligence, such as Georgia Tech's CS 3600 or CS 6601, is recommended but not required.To succeed in this course, you should be able to answer 'Yes' to the following four questions:Are you comfortable with computer programming?Are you familiar with concepts of data structures and object-oriented programming, such as inheritance and polymorphism?Are you familiar with concepts of algorithms, such as sorting and searching algorithms?Are you confident with either Java or Python?See the Technology Requirements for using Udacity.",Introduction to KBAI and Cognitive SystemsWhere Knowledge-Based AI fits into AI as a wholeCognitive systems: what are they?AI and cognition: how are they connected?Where Knowledge-Based AI fits into AI as a wholeCognitive systems: what are they?AI and cognition: how are they connected?FundamentalsSemantic NetworksGenerate & TestMeans-Ends AnalysisProblem ReductionProduction SystemsSemantic NetworksGenerate & TestMeans-Ends AnalysisProblem ReductionProduction SystemsCommon Sense ReasoningFramesUnderstandingCommon Sense ReasoningScriptsFramesUnderstandingCommon Sense ReasoningScriptsPlanningLogicPlanningLogicPlanningLearningLearning by Recording CasesIncremental Concept LearningClassificationVersion Spaces & Discrimination TreesLearning by Recording CasesIncremental Concept LearningClassificationVersion Spaces & Discrimination TreesAnalogical ReasoningCase-Based ReasoningExplanation-Based LearningAnalogical ReasoningCase-Based ReasoningExplanation-Based LearningAnalogical ReasoningVisuospatial ReasoningConstraint PropagationVisuospatial ReasoningConstraint PropagationVisuospatial ReasoningDesign & CreativityConfigurationDiagnosisDesignCreativityConfigurationDiagnosisDesignCreativityMetacognitionLearning by Correcting MistakesMeta-ReasoningAI EthicsLearning by Correcting MistakesMeta-ReasoningAI Ethics
Introduction to TensorFlow Lite,https://www.udacity.com/course/intro-to-tensorflow-lite--ud190,Learn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Intermediate,"General Experience: Some familiarity with the TensorFlow Lite framework, and comfortability with Object Oriented Programming, Python, Swift, Android, and Machine Learning.See the Technology Requirements for using Udacity.",Introduction to TensorFlow LiteLearn how TensorFlow works under the hoodLearn how to quantize modelsLearn how to test your TF Lite Models in PythonLearn how TensorFlow works under the hoodLearn how to quantize modelsLearn how to test your TF Lite Models in PythonTensorFlow Lite on AndroidDeploy a TF Lite Model to an Android app that classifies images of cats and dogsDeploy a TF Lite Model to an Android app that classifies images of various objectsDeploy a TF Lite Model to an Android app that performs object detectionDeploy a TF Lite Model to an Android app that recognizes speech commandsDeploy a TF Lite Model to an Android app that classifies images of cats and dogsDeploy a TF Lite Model to an Android app that classifies images of various objectsDeploy a TF Lite Model to an Android app that performs object detectionDeploy a TF Lite Model to an Android app that recognizes speech commandsTensorFlow Lite on SwiftDeploy a TF Lite Model to an iOS app that classifies images of cats and dogsDeploy a TF Lite Model to an iOS app that classifies images of various objectsDeploy a TF Lite Model to an iOS app that performs object detectionDeploy a TF Lite Model to an iOS app that recognizes speech commandsDeploy a TF Lite Model to an iOS app that classifies images of cats and dogsDeploy a TF Lite Model to an iOS app that classifies images of various objectsDeploy a TF Lite Model to an iOS app that performs object detectionDeploy a TF Lite Model to an iOS app that recognizes speech commandsTensorFlow Lite on IoTDeploy a TF Lite Model to a Linux embedded platform that classifies images of cats and dogsDeploy a TF Lite Model to a Linux embedded platform that classifies images of various objectsDeploy a TF Lite Model to a Linux embedded platform that performs object detectionDeploy a TF Lite Model to a Linux embedded platform that classifies images of cats and dogsDeploy a TF Lite Model to a Linux embedded platform that classifies images of various objectsDeploy a TF Lite Model to a Linux embedded platform that performs object detection
Intro to TensorFlow for Deep Learning,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,This course is a practical approach to deep learning for software developers.,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Intermediate,"To get the most out of your experience, we recommend the following:Beginning Python syntax, including: variables, functions, classes, and object-oriented programmingBasic algebraSee the Technology Requirements for using Udacity.","Introduction to Machine LearningGet a high-level overview of artificial intelligence and machine learningLearn how machine learning and deep learning have revolutionized softwareGet a high-level overview of artificial intelligence and machine learningLearn how machine learning and deep learning have revolutionized softwareYour First Model: Fashion MNISTBuild a neural network that can recognize images of articles of clothingBuild a neural network that can recognize images of articles of clothingIntroduction to Convolutional Neural Networks (""CNNs"")Use a convolutional network to build more efficient models for Fashion MNISTUse a convolutional network to build more efficient models for Fashion MNISTGoing Further with CNNsExpand your image classifiers into models that can predict from multiple classesUse a convolutional network to build a classifier for more detailed color imagesExpand your image classifiers into models that can predict from multiple classesUse a convolutional network to build a classifier for more detailed color imagesTransfer LearningUse a pre-trained network to build powerful state-of-the-art classifiersUse a pre-trained network to build powerful state-of-the-art classifiersSaving and Loading ModelsLook at the new SAVEDMODEL format in TensorFlow 2.0 and take advantage of it for TensorFlow-Lite and TensorFlow-ServingLook at the new SAVEDMODEL format in TensorFlow 2.0 and take advantage of it for TensorFlow-Lite and TensorFlow-ServingTime Series ForecastingLearning from sequential data with recurrent neural networksLearning from sequential data with recurrent neural networksNatural Language Processing Tokenize words and create embeddings for using text data with neural networksBuild recurrent neural networks, such as LSTMs, for improved NLP modelsGenerate new text for tasks like novel song lyricsTokenize words and create embeddings for using text data with neural networksBuild recurrent neural networks, such as LSTMs, for improved NLP modelsGenerate new text for tasks like novel song lyricsIntroduction to TensorFlow LiteLearn how you can use TensorFlow lite to build machine learning apps on Android, iOS and iOT devicesLearn how you can use TensorFlow lite to build machine learning apps on Android, iOS and iOT devices"
Eigenvectors and Eigenvalues,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104,Concepts in Linear Algebra,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Beginner,"To easily understand this class you will need to have mathematical background in Linear Algebra. Refresh your memory or go over the topics of  Linear transformation , Determinants And a System of linear equations before beginning.See the Technology Requirements for using Udacity.",VectorsLinear TransformationLinear TransformationDefinitions and CalculationsCharacteristic Equation of a matrixEigenvaluesEigenvectorsCharacteristic Equation of a matrixEigenvaluesEigenvectorsWhy is the relevant to Machine Learning?Principle Component Analysis (PCA)Principle Component Analysis (PCA)
Intro to Artificial Intelligence,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,Learn the fundamentals of AI.,,,,Estimated timeApprox. 4 Months,Udacity,Free Course,,Intermediate,Some of the topics in Introduction to Artificial Intelligence will build on probability theory and linear algebra. You should have understanding of probability theory comparable to that covered in our Intro to Statistics course.See the Technology Requirements for using Udacity.,"Fundamentals of AIStatistics, Uncertainty, and Bayes networks.Machine learning.Logic and planning.Statistics, Uncertainty, and Bayes networks.Machine learning.Logic and planning.Applications of AIImage processing and computer vision.Robotics and robot motion planning.Natural language processing and information retrieval.Image processing and computer vision.Robotics and robot motion planning.Natural language processing and information retrieval."
Artificial Intelligence for Robotics,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,Programming a Robotic Car,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Advanced,"Success in this course requires some programming experience and some mathematical fluency. Programming in this course is done in Python. We will use some basic object-oriented concepts to model robot motion and perception. If you don’t know Python but have experience with another language, you should be able to pick up the syntax fairly quickly. If you have no programming experience, you should consider taking Udacity’s Introduction to Computer Science course before attempting this one.The math used will be centered on probability and linear algebra. You don’t need to be an expert in either, but some familiarity with concepts in probability (e.g. probabilities must add to one, conditional probability, and Bayes’ rule) will be extremely helpful. It is possible to learn these concepts during the course, but it will take more work. Knowledge of linear algebra, while helpful, is not required.See the Technology Requirements for using Udacity.",LocalizationLocalizationTotal ProbabilityUniform DistributionProbability After SenseNormalize DistributionPhit and PmissSum of ProbabilitiesSense FunctionExact MotionMove FunctionBayes RuleTheorem of Total ProbabilityLocalizationTotal ProbabilityUniform DistributionProbability After SenseNormalize DistributionPhit and PmissSum of ProbabilitiesSense FunctionExact MotionMove FunctionBayes RuleTheorem of Total ProbabilityKalman FiltersGaussian IntroVariance ComparisonMaximize GaussianMeasurement and MotionParameter UpdateNew Mean VarianceGaussian MotionKalman Filter CodeKalman PredictionKalman Filter DesignKalman MatricesGaussian IntroVariance ComparisonMaximize GaussianMeasurement and MotionParameter UpdateNew Mean VarianceGaussian MotionKalman Filter CodeKalman PredictionKalman Filter DesignKalman MatricesParticle FiltersSlate SpaceBelief ModalityParticle FiltersUsing Robot ClassRobot WorldRobot ParticlesSlate SpaceBelief ModalityParticle FiltersUsing Robot ClassRobot WorldRobot ParticlesSearchMotion PlanningCompute CostOptimal PathFirst Search ProgramExpansion GridDynamic ProgrammingComputing ValueOptimal PolicyMotion PlanningCompute CostOptimal PathFirst Search ProgramExpansion GridDynamic ProgrammingComputing ValueOptimal PolicyPID ControlRobot MotionSmoothing AlgorithmPath SmoothingZero Data WeightPid ControlProportional ControlImplement P ControllerOscillationsPd ControllerSystematic BiasPid ImplementationParameter OptimizationRobot MotionSmoothing AlgorithmPath SmoothingZero Data WeightPid ControlProportional ControlImplement P ControllerOscillationsPd ControllerSystematic BiasPid ImplementationParameter OptimizationSLAM (Simultaneous Localization and Mapping)LocalizationPlanningSegmented SteFun with ParametersSLAMGraph SLAMImplementing ConstraintsAdding LandmarksMatrix ModificationUntouched FieldsLandmark PositionConfident MeasurementsImplementing SLAMLocalizationPlanningSegmented SteFun with ParametersSLAMGraph SLAMImplementing ConstraintsAdding LandmarksMatrix ModificationUntouched FieldsLandmark PositionConfident MeasurementsImplementing SLAM
Intro to Deep Learning with PyTorch,https://www.udacity.com/course/deep-learning-pytorch--ud188,Use PyTorch to implement your first deep neural network,,,,Estimated timeApprox. 2 Months,Udacity,Free Course,,Intermediate,"To succeed in this course, you’ll need to be comfortable with Python and data processing libraries such as NumPy and Matplotlib. Basic knowledge of linear algebra and calculus is recommended, but isn’t required to complete the exercises.See the Technology Requirements for using Udacity.","Introduction to Deep LearningDiscover the basic concepts of deep learning such as neural networks and gradient descentImplement a neural network in NumPy and train it using gradient descent with in-class programming exercisesBuild a neural network to predict student admissionsDiscover the basic concepts of deep learning such as neural networks and gradient descentImplement a neural network in NumPy and train it using gradient descent with in-class programming exercisesBuild a neural network to predict student admissionsIntroduction to PyTorchHear from Soumith Chintala, the creator of PyTorch, how the framework came to be, where it’s being used now, and how it’s changing the future of deep learningHear from Soumith Chintala, the creator of PyTorch, how the framework came to be, where it’s being used now, and how it’s changing the future of deep learningDeep Learning with PyTorchBuild your first neural network with PyTorch to classify images of clothingWork through a set of Jupyter Notebooks to learn the major components of PyTorchLoad a pre-trained neural network to build a state-of-the-art image classifierBuild your first neural network with PyTorch to classify images of clothingWork through a set of Jupyter Notebooks to learn the major components of PyTorchLoad a pre-trained neural network to build a state-of-the-art image classifierConvolutional Neural NetworksUse PyTorch to build Convolutional Neural Networks for state-of-the-art computer vision applicationsTrain a convolutional network to classify dog breeds from images of dogsUse PyTorch to build Convolutional Neural Networks for state-of-the-art computer vision applicationsTrain a convolutional network to classify dog breeds from images of dogsStyle TransferUse a pre-trained convolutional network to create new art by merging the style of one image with the content of another imageImplement the paper ""A Neural Algorithm of Artistic Style” by Leon A. Gatys, Alexander S. Ecker, and Matthias Bethge""Use a pre-trained convolutional network to create new art by merging the style of one image with the content of another imageImplement the paper ""A Neural Algorithm of Artistic Style” by Leon A. Gatys, Alexander S. Ecker, and Matthias Bethge""Recurrent Neural NetworksBuild recurrent neural networks with PyTorch that can learn from sequential data such as natural languageImplement a network that learns from Tolstoy’s Anna Karenina to generate new text based on the novelBuild recurrent neural networks with PyTorch that can learn from sequential data such as natural languageImplement a network that learns from Tolstoy’s Anna Karenina to generate new text based on the novelNatural Language ClassificationUse PyTorch to implement a recurrent neural network that can classify textUse your network to predict the sentiment of movie reviewsUse PyTorch to implement a recurrent neural network that can classify textUse your network to predict the sentiment of movie reviewsDeploying with PyTorchSoumith Chintala teaches you how to deploy deep learning models with PyTorchBuild a chatbot and compile the network for deployment in a production environmentSoumith Chintala teaches you how to deploy deep learning models with PyTorchBuild a chatbot and compile the network for deployment in a production environment"
AWS DeepRacer,https://www.udacity.com/course/aws-deepracer--ud014,Learn the fundamentals of machine learning and reinforcement learning in a fun and engaging way through autonomous driving with AWS DeepRacer.,,,,Estimated timeApprox. 2 Weeks,Udacity,Free Course,,Intermediate,We recommend students have a basic knowledge of Python.See the Technology Requirements for using Udacity.,Intro to AWS DeepRacerGet an overview of what you’ll be learning and doing in the course.Learn about the items that come in the AWS DeepRacer box.Assemble and calibrate your vehicle.Get an overview of what you’ll be learning and doing in the course.Learn about the items that come in the AWS DeepRacer box.Assemble and calibrate your vehicle.Reinforcement learning in DeepRacerDeepRacer definition.Types of machine learning.DeepRacer definition.Types of machine learning.Unboxing AWS DeepRacerOptional lesson for those who do not own the AWS DeepRacer hardware.Learn about the platform by following what's included in the box.Optional lesson for those who do not own the AWS DeepRacer hardware.Learn about the platform by following what's included in the box.Under the Hood recapLearn what else is included in the vehicle beside the vehicle chassis.Learn what else is included in the vehicle beside the vehicle chassis.DeepRacer AssemblyInstall the battery.Boot the operating system and connect to wi-fi.Calibrate.Install the battery.Boot the operating system and connect to wi-fi.Calibrate.Steering calibrationFollow these steps to calibrate your vehicle.Follow these steps to calibrate your vehicle.Throttle CalibrationFollow these steps to calibrate your throttle.Follow these steps to calibrate your throttle.Track PreviewPreview one possible AWS DeepRacer track.Build your own track.Preview one possible AWS DeepRacer track.Build your own track.
Introduction to Machine Learning Course,https://www.udacity.com/course/intro-to-machine-learning--ud120,Pattern Recognition for Fun and Profit,,,,Estimated timeApprox. 10 Weeks,Udacity,Free Course,,Intermediate,"To succeed in this course, you must be proficient at programming in Python and basic statistics. If you need a refresher on any of these topics, you can check out these courses:

Intro to Python Programming
Inferential Statistics
Descriptive Statistics

  One additional course that would be nice to have is Intro to Data Science, as this will get you familiar with scientific problem-solving.  However, completion of that class isn't required for success.  We will also use a tiny bit of git, which you can also learn about on Udacity.One thing that we don’t require is previous exposure to machine learning.  If you’re a machine learning beginner, you’re in the right place.See the Technology Requirements for using Udacity.","Welcome to Machine LearningLearn what Machine Learning is and meet Sebastian Thrun!Find out where Machine Learning is applied in Technology and Science.Learn what Machine Learning is and meet Sebastian Thrun!Find out where Machine Learning is applied in Technology and Science.Naive BayesUse Naive Bayes with scikit learn in python.Splitting data between training sets and testing sets with scikit learn.Calculate the posterior probability and the prior probability of simple distributions.Use Naive Bayes with scikit learn in python.Splitting data between training sets and testing sets with scikit learn.Calculate the posterior probability and the prior probability of simple distributions.Support Vector MachinesLearn the simple intuition behind Support Vector Machines.Implement an SVM classifier in SKLearn/scikit-learn.Identify how to choose the right kernel for your SVM and learn about RBF and Linear Kernels.Learn the simple intuition behind Support Vector Machines.Implement an SVM classifier in SKLearn/scikit-learn.Identify how to choose the right kernel for your SVM and learn about RBF and Linear Kernels.Decision TreesCode your own decision tree in python.Learn the formulas for entropy and information gain and how to calculate them.Implement a mini project where you identify the authors in a body of emails using a decision tree in Python.Code your own decision tree in python.Learn the formulas for entropy and information gain and how to calculate them.Implement a mini project where you identify the authors in a body of emails using a decision tree in Python.Choose your own AlgorithmDecide how to pick the right Machine Learning Algorithm among K-Means, Adaboost, and Decision Trees.Decide how to pick the right Machine Learning Algorithm among K-Means, Adaboost, and Decision Trees.Datasets and QuestionsApply your Machine Learning knowledge by looking for patterns in the Enron Email Dataset.You'll be investigating one of the biggest frauds in American history!Apply your Machine Learning knowledge by looking for patterns in the Enron Email Dataset.You'll be investigating one of the biggest frauds in American history!RegressionsUnderstand how continuous supervised learning is different from discrete learning.Code a Linear Regression in Python with scikit-learn.Understand different error metrics such as SSE, and R Squared in the context of Linear Regressions.Understand how continuous supervised learning is different from discrete learning.Code a Linear Regression in Python with scikit-learn.Understand different error metrics such as SSE, and R Squared in the context of Linear Regressions.OutliersRemove outliers to improve the quality of your linear regression predictions.Apply your learning in a mini project where you remove the residuals on a real dataset and reimplement your regressor.Apply your same understanding of outliers and residuals on the Enron Email Corpus.Remove outliers to improve the quality of your linear regression predictions.Apply your learning in a mini project where you remove the residuals on a real dataset and reimplement your regressor.Apply your same understanding of outliers and residuals on the Enron Email Corpus.ClusteringIdentify the difference between Unsupervised Learning and Supervised Learning.Implement K-Means in Python and Scikit Learn to find the center of clusters.Apply your knowledge on the Enron Finance Data to find clusters in a real dataset.Identify the difference between Unsupervised Learning and Supervised Learning.Implement K-Means in Python and Scikit Learn to find the center of clusters.Apply your knowledge on the Enron Finance Data to find clusters in a real dataset.Feature ScalingUnderstand how to preprocess data with feature scaling to improve your algorithms.Use a min mx scaler in sklearn.Understand how to preprocess data with feature scaling to improve your algorithms.Use a min mx scaler in sklearn."
Craft Your Cover Letter,https://www.udacity.com/course/craft-your-cover-letter--ud244,Showcase your value to the company,,,,Estimated timeApprox. 1 Day,Udacity,Free Course,,Beginner,"Proficient in spoken and written English
See the Technology Requirements for using Udacity.","Craft Your Cover LetterTarget your applications to specific opportunitiesUnderstand the purpose of a cover letterWrite an effective introduction, body, and conclusionTarget your applications to specific opportunitiesUnderstand the purpose of a cover letterWrite an effective introduction, body, and conclusion"
Refresh Your Resume,https://www.udacity.com/course/refresh-your-resume--ud243,Stand out and land a technical interview,,,,Estimated timeApprox. 2 Days,Udacity,Free Course,,Beginner,"Proficient in spoken and written English
See the Technology Requirements for using Udacity.",Refine Your ResumeTarget your resume to specific opportunitiesStructure your resume effectivelyInclude skills and experience that focus on impactTarget your resume to specific opportunitiesStructure your resume effectivelyInclude skills and experience that focus on impact
Strengthen Your LinkedIn Network & Brand,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242,Get noticed and connect with anyone,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Beginner,"
Create a professional narrative
Use an elevator pitch to connect with ease at networking events
Optimize your LinkedIn Profile and use it to connect with others
Write an email that gets a response
Meet with industry professionals
See the Technology Requirements for using Udacity.",NetworkingCreate a professional narrative to connect with ease at networking eventsOptimize your LinkedIn Profile and use it to meet industry professionalsWrite an email that gets a responseCreate a professional narrative to connect with ease at networking eventsOptimize your LinkedIn Profile and use it to meet industry professionalsWrite an email that gets a response
Data Science Interview Prep,https://www.udacity.com/course/data-science-interview-prep--ud944,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"Students should have experience with the following technical skills:

Python (intermediate)
SQL (intermediate)
Statistics and Probability (intermediate)
Algorithms (Basic)
Supervised Machine Learning (intermediate)

Don't yet have these technical skills but want to master them? Enroll in one of the following Nanodegree programs:

Data Scientist Nanodegree
Data Analyst Nanodegree
Machine Learning Engineer Nanodegree
See the Technology Requirements for using Udacity.","Ace the Data Scientist InterviewExplore jobs and roles in Data ScienceLearn how to effectively solve problemsExplore jobs and roles in Data ScienceLearn how to effectively solve problemsData Analysis Interview PracticeQuery a SQL databaseEvaluate free throw probabilityMaximize difference in an integer array and design a spam classifierQuery a SQL databaseEvaluate free throw probabilityMaximize difference in an integer array and design a spam classifierMachine Learning Interview PracticePredict rain, identify fish, detect plagiarismReduce data dimensionalityExplore how SVMs workPredict rain, identify fish, detect plagiarismReduce data dimensionalityExplore how SVMs workPractice InterviewingPractice Mock Interviews with Pramp!Practice Mock Interviews with Pramp!Behavioral QuestionsMaster behavioral interview questionsLearn how to get past interview ""fails""Master behavioral interview questionsLearn how to get past interview ""fails"""
Android Interview Prep,https://www.udacity.com/course/android-interview-prep--ud241,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"Java (intermediate)
See the Technology Requirements for using Udacity.","Interview PracticeLearn about different interviewing formats at various companiesAnalyze common mobile development and technical interview questions, such as how to fix a slow-responding appLearn methods to continue practicing and preparing for the interviewLearn about different interviewing formats at various companiesAnalyze common mobile development and technical interview questions, such as how to fix a slow-responding appLearn methods to continue practicing and preparing for the interview"
Machine Learning Interview Preparation,https://www.udacity.com/course/machine-learning-interview-prep--ud1001,Prove your qualifications in your machine learning interviews,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,Students with the following technical skills can expect to get the most out of the course:Python (Intermediate)Statistics and Probability (Intermediate)Algorithms (Basic)Supervised Machine Learning (Intermediate)Unsupervised Machine Learning (Intermediate)Don't yet have these technical skills but want to master them? Enroll in one of the following Nanodegree programs:Machine Learning Engineer Nanodegree ProgramData Analyst Nanodegree ProgramSee the Technology Requirements for using Udacity.,"Machine Learning Interview GuideLearn what to expect in a machine learning interviewApproach your next interview as a conversation, not a testFocus on the importance of industry-based researchLearn what to expect in a machine learning interviewApproach your next interview as a conversation, not a testFocus on the importance of industry-based researchMachine Learning Interview PracticePredict rain, identify fish, detect plagiarismReduce data dimensionality and explore how SVMs workAnswer practice questions to test your skills in computer science fundamentals, applications of machine learning algorithms, and other key interview topicsPredict rain, identify fish, detect plagiarismReduce data dimensionality and explore how SVMs workAnswer practice questions to test your skills in computer science fundamentals, applications of machine learning algorithms, and other key interview topicsTechnical Interviewing TechniquesLearn how to answer interview questions in an engaging wayPractice clarifying the question, confirming inputs, writing test cases, and analyzing runtimeAccess unlimited mock interviews with Pramp!Learn how to answer interview questions in an engaging wayPractice clarifying the question, confirming inputs, writing test cases, and analyzing runtimeAccess unlimited mock interviews with Pramp!"
Front-End Interview Prep,https://www.udacity.com/course/front-end-interview-prep--ud250,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"
HTML
CSS
JavaScript
Git
GitHub
React
Developer tools (such as Grunt and Gulp)
See the Technology Requirements for using Udacity.","Interview PracticeSee how interviewers break down questionsWalk through common career development questions like ""Why are you interested in web development?"" and ""Can you teach me something in 5 minutes?""See how a job candidate approaches whiteboarding questionsSee how interviewers break down questionsWalk through common career development questions like ""Why are you interested in web development?"" and ""Can you teach me something in 5 minutes?""See how a job candidate approaches whiteboarding questions"
Full-Stack Interview Prep,https://www.udacity.com/course/full-stack-interview-prep--ud252,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"
Python (intermediate)
HTML (intermediate)
See the Technology Requirements for using Udacity.","Interview PracticeUnderstand how to answer questions like ""What happens when you go to google.com?""Dive deep into website security questionsLearn methods to continue practicing and preparing for the interviewUnderstand how to answer questions like ""What happens when you go to google.com?""Dive deep into website security questionsLearn methods to continue practicing and preparing for the interview"
Data Structures & Algorithms in Swift,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011,Confidently take on the tech interview,,,,Estimated timeApprox. 4 Weeks,Udacity,Free Course,,Intermediate,"
Swift (intermediate)
Algebra (intermediate)
See the Technology Requirements for using Udacity.","Data Structures and AlgorithmsCode in Swift for interviews and practice with PrampReview tree data structures, maps, hashing and common graph termsExplore case studies in algorithms and list-based collectionsCode in Swift for interviews and practice with PrampReview tree data structures, maps, hashing and common graph termsExplore case studies in algorithms and list-based collections"
iOS Interview Prep,https://www.udacity.com/course/ios-interview-prep--ud240,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"Swift (intermediate)
See the Technology Requirements for using Udacity.","Interview PracticeLearn how to succinctly respond to questions like ""why are you interested in iOS""Analyze how to answer common technical interview questions on a whiteboardLearn methods to continue practicing and preparing for the interviewLearn how to succinctly respond to questions like ""why are you interested in iOS""Analyze how to answer common technical interview questions on a whiteboardLearn methods to continue practicing and preparing for the interview"
VR Interview Prep,https://www.udacity.com/course/vr-interview-prep--ud251,Confidently take on the tech interview,,,,Estimated timeApprox. 1 Week,Udacity,Free Course,,Intermediate,"There are no prerequisites for this course.
See the Technology Requirements for using Udacity.",Interview PracticeAnalyze common interview questions and break down the steps to answerLearn strategies to connect your prior work experiences to the new roleLearn methods for continued practice and interview preparationAnalyze common interview questions and break down the steps to answerLearn strategies to connect your prior work experiences to the new roleLearn methods for continued practice and interview preparation
Artificial Intelligence for Trading,https://www.udacity.com/course/ai-for-trading--nd880,"Complete real-world projects designed by industry experts, covering topics from asset management to trading signal generation. Master AI algorithms for trading, and build your career-ready portfolio.",,,,Estimated 6 months to complete,Udacity,Nanodegree Program,Quantitative Trading,,,"Learn the basics of quantitative analysis, including data processing, trading signal generation, and portfolio management. Use Python to work with historical stock data, develop trading strategies, and construct a multi-factor model with optimization."
Continuous Integration and Deployment,https://www.udacity.com/course/continuous-integration-and-deployment--ud1030,Seamless Mobile Development,,,,Estimated timeApprox. 2 Days,Udacity,Free Course,,Intermediate,"Before taking this course, you should be able to:Use Git and GitHub from the command lineBuild simple interfaces using Storyboard, outlets, and actionsProgrammatically add UI elements, like buttons and labels, to a view controllerRun a Xcode project in the iOS simulatorAlso, any familiarity with tests (unit or UI) is useful, but not required.Note: Specific portions of this course show content that requires an Apple Developer Account to demonstrate. However, you don’t need an Apple Developer Account account to view this content, and we don't require you to sign-up for one.See the Technology Requirements for using Udacity.",
Firebase Analytics: Android,https://www.udacity.com/course/firebase-analytics-android--ud354,Improve your apps with better user data,,,,Estimated timeApprox. 2 Days,Udacity,Free Course,,Intermediate,"Some experience with Firebase is highly recommended. Check out Firebase in a Weekend: iOS and Firebase in a Weekend: Android to learn more about Firebase.You need to have proficiency in Java and the Android Framework (Android Basics or equivalent level). Familiarity with Git, using open web APIs and feeling comfortable with Android Studio will also be helpful.See the Technology Requirements for using Udacity.",
iOS Design Patterns,https://www.udacity.com/course/ios-design-patterns--ud1029,"Common Problems, Common Solutions",,,,Estimated timeApprox. 2 Days,Udacity,Free Course,,Intermediate,"Before taking this course, you should be able to:Build multi-view applications using navigation, table, and other view controller subclassesSend and receive data using URL requestsRun a Xcode project in the iOS simulatorSee the Technology Requirements for using Udacity.",
Reinforcement Learning,https://www.udacity.com/course/reinforcement-learning--ud600,Offered at Georgia Tech as CS 8803,,,,Estimated timeApprox. 4 Months,Udacity,Free Course,,Advanced,"Before taking this course, you should have taken a graduate-level machine-learning course and should have had some exposure to reinforcement learning from a previous course or seminar in computer science.Additionally, you will be programming extensively in Java during this course. If you are not familiar with Java, we recommend you review Udacity's Object Oriented Programming in Java course materials to get up to speed beforehand.See the Technology Requirements for using Udacity.",
How to Become a Data Engineer,https://www.udacity.com/course/data-engineer-nanodegree--nd027,"Understand the latest AWS features used by data engineers to design and build systems for collecting, storing, and analyzing data at scale.",,,,Estimated 4 months to complete,Udacity,Nanodegree Program,Data Engineering with AWS,,"It is recommended that learners have intermediate Python, intermediate SQL, and command line skills.","You’ll master the AWS data engineering skills necessary to level up your tech career. Learn data engineering concepts like designing data models, building data warehouses and data lakes, automating data pipelines, and managing massive datasets."
Learn C++,https://www.udacity.com/course/c-plus-plus-nanodegree--nd213,"Learn C++, a high-performance programming language used in the world's most exciting engineering jobs -- from self-driving cars and robotics, to web browsers, media platforms, servers, and even video games.",,,,4 months to complete,Udacity,Nanodegree Program,Learn C++ by Coding Five Projects,,"To optimize your chances of success in the C++ Nanodegree program, we recommend intermediate knowledge of any programming language.","Get hands-on experience by coding five real-world projects. Learn to build a route planner using OpenStreetMap data, write a process monitor for your computer, and implement your own smart pointers. Finally, showcase all your newfound skills by building a multithreaded traffic simulator and coding your own C++ application."
Learn to Code,https://www.udacity.com/course/intro-to-programming-nanodegree--nd000,"Udacity's Intro to Programming is your first step towards careers in Web and App Development, Machine Learning, Data Science, AI, and more! This program is perfect for beginners.",,,,4 months to complete,Udacity,Nanodegree Program,Introduction to Programming,,"In order to succeed, we recommend having experience using the web, being able to perform a search on Google, and (most importantly) the determination to keep pushing forward!","Learn the basics of programming through HTML, CSS, Python, and JavaScript. Get extensive practice with hands-on exercises and projects that demonstrate your grasp of coding fundamentals, and build confidence in your ability to think and problem-solve like a programmer."
